6,83,71,15,43,197,88,36,116,211,24,136,176,46,199,1
28,44,176,212,68,95,144,142,210,149,188,50,65,133,181,219
175,73,124,68,146,159,164,64,153,158,108,74,83,66,98,76
108,109,56,127,139,206,121,8,123,120,157,98,10,184,194,203
206,83,142,147,163,104,2,173,207,10,139,64,149,217,206,173
174,158,14,120,55,68,166,80,172,32,125,116,91,52,182,42
190,182,183,109,123,191,178,153,56,129,125,21,37,163,42,58
29,40,192,144,19,12,198,187,75,148,33,196,181,129,32,195
172,134,88,173,149,181,125,168,138,71,197,188,29,91,170,27
168,148,64,197,88,178,2,26,58,175,160,5,110,32,144,160
31,14,214,36,57,190,181,30,76,11,173,130,181,208,153,50
124,79,18,171,112,117,86,91,198,27,86,13,47,208,161,184
142,208,185,203,102,72,196,53,201,218,174,195,201,21,201,99
14,84,43,66,208,124,10,83,44,61,22,108,12,172,198,89
31,43,37,92,97,152,65,12,203,101,122,130,164,198,43,10
51,155,29,184,52,31,108,61,180,97,96,5,23,8,8,125
