88,137,96,128,106,65,89,69,71,121,143,113,142,78,90,114
64,145,99,145,86,101,105,102,79,123,76,145,115,135,88,171
128,66,101,138,101,82,163,120,108,108,102,150,156,125,108,86
130,155,116,144,108,134,112,111,88,90,114,121,138,127,100,155
141,131,144,171,68,58,145,94,193,109,106,131,84,165,125,79
73,80,57,74,122,122,124,106,148,69,10,113,109,83,140,67
130,66,85,80,111,46,53,146,177,46,110,124,93,87,138,62
118,103,60,131,81,156,177,110,124,53,142,71,120,68,76,169
94,106,96,138,101,128,82,119,94,52,65,84,129,104,90,108
83,82,168,121,112,101,85,94,124,91,126,69,85,156,119,136
106,155,106,162,135,166,128,103,120,44,88,179,64,110,146,76
87,93,63,143,108,97,109,88,97,132,67,115,134,151,160,66
131,105,106,155,117,69,128,122,146,56,112,112,96,114,111,92
78,108,147,136,133,116,83,176,94,152,61,77,146,159,62,110
93,177,106,95,152,151,143,150,153,105,78,76,119,82,104,85
73,106,84,85,76,138,87,130,175,112,131,116,100,173,107,163
