156,127,48,189,93,96,115,148,153,98,101,123,120,112,119,69
98,149,126,162,80,83,136,105,62,160,163,65,88,134,93,88
121,146,99,141,79,162,155,121,156,132,118,137,132,161,91,58
153,80,142,107,134,137,147,75,142,131,104,63,170,146,112,98
95,95,154,149,107,165,104,117,55,178,128,138,121,124,43,106
128,66,79,141,157,123,89,107,183,175,163,133,184,105,77,84
139,128,118,89,185,86,153,79,104,106,124,60,60,77,68,159
99,145,121,98,109,174,41,99,153,146,100,111,37,79,191,82
55,38,143,108,117,143,61,129,130,108,91,58,146,57,90,157
158,85,78,90,132,192,137,137,90,140,135,183,100,50,99,143
76,99,106,126,105,91,166,186,132,115,112,132,121,46,100,105
91,86,108,114,95,122,108,93,55,63,91,160,114,95,127,45
100,98,95,93,148,74,123,117,120,109,112,119,84,121,83,80
49,162,156,189,124,145,146,123,121,66,95,87,126,131,123,49
101,121,131,110,100,122,175,74,106,29,110,56,129,130,99,80
98,149,74,78,91,187,116,136,138,76,93,140,190,169,135,139
