137,137,95,173,145,136,127,183,150,154,155,95,116,136,38,177
85,166,177,30,29,11,147,145,184,38,216,37,157,73,164,65
120,28,90,86,49,145,158,128,121,179,122,129,98,57,158,155
31,64,158,66,85,101,138,79,108,174,161,84,28,158,147,168
86,207,10,179,112,57,10,166,177,10,152,80,192,111,35,107
178,48,111,189,27,163,167,181,149,67,26,23,171,143,155,28
104,14,167,114,53,7,44,178,186,159,181,30,124,109,90,85
55,75,121,98,99,135,99,47,187,10,176,141,119,149,39,118
16,152,30,151,130,170,114,45,150,94,52,95,118,140,149,148
67,119,184,121,147,101,181,154,187,58,145,145,22,164,94,175
65,52,5,3,40,101,28,31,130,143,163,26,62,131,185,84
125,150,183,168,127,107,72,27,116,126,28,146,43,154,160,132
26,161,18,27,70,9,15,122,41,153,150,177,209,130,128,172
146,139,62,78,157,179,29,53,198,132,144,88,100,50,48,26
181,64,141,77,155,160,85,58,98,144,162,167,133,78,179,32
165,143,8,24,170,141,138,157,141,108,58,3,158,21,140,192
