134,105,58,110,115,158,92,78,81,65,122,139,149,104,165,116
81,168,134,160,73,186,81,72,76,179,50,106,50,66,72,184
34,129,102,180,108,135,56,107,78,167,39,74,74,164,170,139
94,82,152,131,124,53,152,117,147,104,149,75,101,67,154,152
176,111,123,132,126,140,147,149,79,117,95,139,121,54,90,81
110,127,119,153,178,106,141,70,119,90,147,166,117,55,74,139
117,69,71,155,132,152,112,117,82,103,132,83,73,139,156,119
44,136,52,104,136,104,176,117,93,178,51,66,126,158,138,108
138,64,150,94,146,166,46,36,59,84,108,141,60,92,115,106
81,88,130,75,169,76,164,84,93,138,113,81,123,171,177,112
151,101,98,118,89,64,108,123,113,138,85,143,169,109,157,159
106,71,110,170,79,131,67,61,118,163,129,101,167,174,71,136
135,109,149,143,136,123,108,104,111,153,152,82,108,87,95,93
178,162,55,100,141,108,105,62,170,71,133,63,100,92,89,155
133,121,127,57,88,132,118,164,66,58,119,140,102,97,49,126
65,75,98,61,135,146,144,81,118,149,108,122,126,158,122,95
