140,113,24,96,105,166,57,67,64,17,116,141,155,76,182,114
65,166,138,176,66,186,49,49,44,191,39,71,24,37,37,192
12,137,102,188,137,144,8,112,79,181,20,62,40,142,186,144
82,76,178,126,125,25,148,86,155,113,164,81,97,26,166,157
188,114,102,141,135,137,163,131,69,137,96,141,100,11,69,99
119,132,132,170,186,87,150,57,92,76,134,181,114,8,66,146
142,37,45,168,131,146,111,119,92,90,138,59,30,152,156,128
11,143,43,99,144,119,186,117,91,180,12,23,94,165,141,112
152,38,159,74,149,179,6,7,9,60,107,142,45,99,120,81
67,67,112,63,171,40,161,81,101,141,123,78,123,164,182,114
153,61,90,110,101,30,102,131,97,159,47,159,170,76,181,152
82,61,107,180,66,133,67,53,131,151,123,121,185,185,71,162
127,108,149,145,147,123,79,98,111,163,159,82,121,65,68,112
190,170,32,95,163,103,105,17,179,28,144,69,94,94,88,154
144,120,133,19,73,146,117,164,30,2,126,152,123,91,26,140
37,66,85,28,151,146,153,73,109,155,77,93,131,171,127,92
