144,114,24,106,105,166,45,66,79,15,108,141,156,48,183,115
70,159,138,172,55,190,50,39,45,192,66,46,24,51,50,193
14,137,101,187,130,145,9,130,97,183,21,43,41,152,187,144
82,86,169,129,128,25,148,85,154,102,164,82,98,29,166,157
187,112,113,142,134,132,159,129,70,138,94,101,87,13,69,84
119,148,132,169,186,75,149,42,110,79,137,181,115,10,66,147
141,38,43,174,142,160,110,119,92,88,134,83,29,153,156,129
38,144,36,91,144,121,186,120,63,182,13,23,86,166,129,128
163,33,158,80,148,179,8,5,9,33,109,141,46,99,121,89
68,66,112,66,172,30,160,74,103,141,124,81,137,176,180,109
160,49,99,110,81,29,102,131,97,159,48,161,176,77,182,151
58,61,127,180,66,127,63,53,124,141,104,78,185,185,52,162
129,123,151,154,146,111,53,109,104,161,157,82,134,56,62,113
190,167,32,94,170,116,94,14,174,30,144,71,114,88,87,155
145,119,133,19,100,144,117,165,31,2,126,144,121,87,22,139
35,76,96,33,153,145,155,76,115,155,76,85,132,166,124,92
