98,120,168,125,121,122,78,69,62,69,79,77,62,60,122,138
108,134,141,58,104,59,83,142,101,114,131,116,145,161,122,117
107,98,128,59,105,150,114,78,84,109,143,183,45,116,100,127
93,118,131,158,144,108,110,102,175,99,90,58,96,78,80,181
124,61,106,118,152,97,138,139,123,115,133,64,108,159,171,99
125,104,99,116,115,80,57,87,93,92,143,144,98,150,88,116
149,131,59,70,93,109,88,83,165,110,163,102,64,130,86,85
102,94,101,147,60,99,179,127,117,122,85,173,59,145,86,132
123,112,132,80,43,118,75,159,101,55,79,87,148,76,173,151
120,134,93,149,101,61,107,69,178,161,80,117,111,128,84,67
117,87,103,104,123,122,189,119,87,131,62,109,111,76,82,112
103,129,57,91,33,107,105,138,66,97,138,139,154,61,164,112
136,132,125,69,94,76,111,76,75,33,85,117,88,157,107,102
165,116,135,105,115,58,150,62,84,67,85,155,147,113,162,145
86,142,101,116,120,104,64,86,49,76,83,102,85,70,163,137
81,174,144,44,58,127,128,121,102,92,145,43,63,113,163,82
