135,195,125,52,84,146,130,217,220,175,183,68,56,189,165,97
133,36,208,106,204,194,229,214,116,149,43,109,10,225,67,65
152,103,84,1,18,48,111,183,68,161,132,216,125,102,14,21
76,121,220,223,172,6,187,222,100,188,127,188,134,108,93,42
152,153,26,7,162,70,125,230,153,26,208,200,84,205,173,212
23,99,30,190,41,107,136,170,223,171,71,47,121,55,141,90
225,140,156,178,138,64,96,45,5,171,33,46,75,169,222,184
82,184,195,212,188,148,173,32,37,143,26,200,104,167,225,165
208,122,47,167,229,123,175,224,181,142,126,60,120,176,52,8
179,29,74,120,135,212,216,35,170,213,114,132,80,119,107,23
171,139,64,208,197,230,81,146,165,109,212,117,177,175,179,124
29,41,32,108,201,168,29,112,169,130,181,159,199,52,86,29
65,38,83,124,43,202,135,164,226,126,131,33,177,41,125,168
53,27,137,11,101,100,101,46,115,93,42,44,55,150,176,141
171,10,170,204,206,167,82,124,15,20,185,185,51,61,24,106
22,63,162,36,13,18,81,172,37,4,30,200,58,120,174,162
