158,64,136,76,104,140,81,61,99,79,173,84,130,125,69,73
67,138,77,127,93,100,95,134,107,167,74,131,139,136,81,147
77,97,141,107,139,138,130,145,107,135,82,113,72,141,178,141
100,125,65,75,116,91,39,71,88,76,106,92,56,107,134,120
30,94,88,180,114,153,39,95,129,96,93,94,185,157,94,191
83,42,98,62,134,125,110,154,204,167,129,74,145,144,173,184
114,109,76,115,104,52,80,99,123,128,186,69,108,100,116,57
61,112,151,105,53,132,37,108,104,135,138,71,20,65,73,97
119,76,81,75,165,55,98,60,158,135,97,99,85,63,75,66
63,147,102,91,141,104,101,99,126,83,106,148,164,40,85,116
130,104,125,112,88,133,140,142,99,60,79,187,57,136,112,16
182,74,103,80,101,90,153,201,151,151,87,141,132,38,126,79
139,122,83,12,95,93,130,86,98,52,53,108,89,141,94,74
68,84,172,167,102,146,79,77,48,42,140,154,151,106,80,138
129,128,61,107,110,96,142,73,56,186,124,118,115,85,114,114
134,55,59,185,102,79,115,109,83,152,142,124,113,168,75,101
