193,159,130,90,18,122,31,154,116,102,158,32,30,76,131,207
89,128,21,155,158,74,110,140,82,122,133,190,108,188,81,188
85,154,78,28,50,107,93,99,77,3,30,59,161,108,124,59
104,46,105,8,66,163,141,28,142,15,115,77,41,40,71,135
79,13,53,149,71,81,32,159,24,24,102,18,61,140,188,50
9,174,143,33,101,18,79,30,138,66,168,105,130,33,65,194
80,80,157,169,75,215,136,10,181,11,88,149,77,155,74,181
103,54,60,123,48,82,30,136,135,42,169,97,106,17,121,60
51,64,29,110,83,67,50,174,33,57,166,116,178,128,142,49
126,193,121,39,113,57,76,146,150,187,62,155,107,9,143,29
130,0,128,169,22,73,33,113,69,75,167,39,73,36,170,28
80,185,81,119,125,18,148,22,63,38,174,45,74,176,186,176
108,11,71,132,198,43,77,32,115,63,118,11,151,152,166,153
125,178,24,123,54,115,121,87,187,60,75,110,37,110,74,139
165,127,193,4,118,89,35,169,107,69,160,130,80,99,103,135
121,102,59,104,37,148,78,16,141,26,32,27,63,74,67,28
