116,76,59,117,96,125,115,92,71,124,118,141,164,97,145,90
102,78,146,82,138,90,152,62,67,91,152,76,127,60,136,71
100,110,89,161,163,127,79,114,68,183,36,163,115,134,107,114
124,90,166,97,102,110,191,122,95,147,100,160,89,154,111,122
147,147,167,88,126,102,205,105,100,91,84,108,117,35,143,82
65,115,179,86,99,40,74,135,108,133,118,92,42,82,131,88
103,156,53,107,95,72,137,105,141,126,143,128,147,97,89,106
131,198,72,97,93,131,80,79,94,63,124,94,75,106,91,117
68,162,166,48,107,99,129,97,130,121,146,158,180,121,124,39
89,79,131,147,131,76,83,88,120,117,140,119,85,154,115,71
100,147,100,24,95,62,102,103,90,115,113,82,105,68,133,50
105,95,77,46,149,94,81,40,109,132,93,126,99,129,168,187
86,189,63,112,193,106,111,43,91,117,112,125,107,99,59,133
86,107,136,134,121,63,133,114,108,121,99,91,98,130,76,105
62,128,152,117,38,74,110,143,148,139,119,140,65,91,100,77
156,71,170,78,90,122,124,214,52,172,101,132,85,154,65,170
