81,113,114,101,28,156,80,89,148,71,156,90,61,122,105,109
114,63,135,188,110,107,120,184,171,120,77,110,177,125,41,129
129,178,156,131,113,131,166,88,89,49,84,135,170,209,112,60
116,115,142,161,128,180,37,80,119,133,94,141,128,131,67,154
139,108,72,128,157,114,19,145,140,149,72,139,142,144,78,102
115,84,119,116,88,134,53,85,153,68,148,77,114,103,108,125
92,131,121,145,180,127,184,145,69,61,109,164,133,184,193,83
107,125,141,71,170,135,135,129,85,121,78,179,101,165,72,217
87,112,95,117,132,129,86,66,106,126,104,152,118,53,113,116
89,69,140,101,76,113,132,110,138,108,82,158,110,143,91,163
146,137,122,166,132,111,183,94,84,134,95,147,143,110,110,152
80,139,188,105,70,92,89,143,135,167,128,109,107,110,159,129
53,133,129,137,93,135,122,92,138,55,148,102,163,95,128,140
35,166,162,127,70,143,140,144,155,121,88,88,105,86,144,122
166,136,59,124,135,140,129,36,126,100,25,59,128,157,64,125
89,80,104,86,135,138,113,151,114,107,46,177,124,155,128,97
