114,78,95,81,79,154,88,84,169,124,126,132,155,121,73,133
91,124,65,145,60,101,149,124,113,102,118,92,105,132,132,125
92,71,98,81,118,53,130,118,84,67,90,91,119,88,73,86
77,97,120,125,84,188,116,80,78,94,90,150,65,116,136,158
139,78,135,122,124,74,129,94,142,147,103,123,106,105,132,83
128,68,60,117,125,137,124,81,120,122,130,124,107,106,63,157
134,105,134,138,71,109,71,106,99,86,154,103,64,82,114,102
79,59,70,83,90,118,90,106,88,87,52,122,90,78,91,97
108,77,127,110,101,130,114,89,113,55,84,133,168,71,83,82
67,79,84,137,100,156,91,94,96,97,127,75,90,149,121,93
107,113,88,94,91,153,115,67,97,122,91,151,70,122,100,40
95,65,103,147,79,105,119,101,142,103,47,99,125,91,99,137
120,95,99,135,94,70,72,140,100,120,83,155,109,56,91,54
79,139,82,73,167,107,141,122,99,111,122,129,91,106,121,90
125,114,146,81,83,67,91,126,100,65,55,73,82,89,153,131
104,93,114,176,140,91,68,66,93,71,81,145,110,112,75,155
