176,79,151,119,100,80,74,164,159,149,45,79,132,91,71,153
155,90,69,61,85,107,116,78,104,112,98,76,143,110,92,114
129,104,91,115,97,143,136,69,79,132,81,134,64,141,143,94
90,87,91,77,115,100,82,90,144,133,95,110,130,132,91,103
94,123,100,102,126,148,92,85,86,95,116,111,163,122,91,122
100,92,86,84,70,76,104,74,95,131,133,68,70,117,97,113
130,69,101,109,130,118,117,87,137,96,47,121,90,81,110,104
118,152,77,67,79,125,98,126,114,117,109,72,79,128,62,165
102,119,137,101,128,81,129,141,76,133,102,53,133,87,115,83
74,62,118,90,113,49,97,110,119,139,136,109,94,73,88,157
95,115,81,76,128,66,83,59,96,74,80,127,134,111,73,116
134,121,79,76,128,88,106,99,155,120,74,114,119,91,89,98
123,93,139,81,106,119,82,113,117,106,70,133,76,89,72,112
69,149,102,97,119,122,93,146,71,59,92,128,144,115,97,75
83,134,88,77,121,24,114,62,114,66,94,127,112,51,78,113
151,80,121,94,142,98,96,108,108,105,120,100,80,101,91,111
