110,142,62,134,139,134,113,103,123,57,113,79,133,79,118,132
108,102,71,137,105,126,146,124,138,114,143,98,125,98,98,102
79,94,118,108,131,150,106,110,135,61,116,128,162,131,73,127
141,89,152,90,89,107,113,79,82,85,134,86,150,101,85,161
91,130,116,86,131,154,53,86,142,120,134,75,115,75,88,141
105,122,69,66,123,118,86,123,86,111,122,185,141,129,155,82
100,141,123,93,108,172,169,90,92,28,56,107,110,135,106,97
111,103,81,143,103,152,136,40,108,121,124,41,115,144,84,81
125,113,66,147,126,125,84,81,81,94,88,93,90,63,76,135
112,101,121,93,86,96,168,127,162,129,163,129,71,107,83,96
92,143,127,75,72,134,50,70,80,139,136,52,84,48,125,112
95,128,124,124,65,112,170,52,105,165,78,117,112,118,93,72
194,137,77,67,92,64,105,108,52,107,54,116,111,72,50,51
93,120,124,170,129,106,136,80,126,140,84,160,144,117,77,93
81,135,121,156,119,103,129,160,66,122,136,86,106,80,62,102
140,146,87,91,121,129,81,129,112,72,80,115,95,72,127,91
