139,66,103,111,106,112,80,122,124,84,150,115,86,109,72,68
68,119,104,122,112,54,100,78,74,170,111,111,90,131,77,107
96,104,91,112,116,147,140,136,138,95,84,102,90,127,112,107
126,98,59,76,122,108,88,63,97,82,100,67,102,132,111,100
62,72,91,152,99,175,38,99,83,128,103,73,149,154,61,146
95,79,84,78,157,126,77,118,192,170,144,98,151,78,128,133
134,85,61,96,139,50,133,58,94,84,149,67,79,87,75,113
48,104,136,112,99,150,31,92,107,133,106,54,61,65,120,91
84,38,93,89,141,101,83,71,128,114,27,78,69,41,90,93
107,113,55,119,121,141,108,79,76,127,129,182,112,22,90,102
90,91,113,112,106,102,158,170,93,95,118,168,103,84,105,35
132,52,90,76,87,68,135,142,107,115,55,161,124,69,99,44
116,101,62,45,121,89,108,90,115,53,55,115,93,137,82,62
41,104,171,168,94,128,84,113,67,52,108,118,124,121,80,85
123,149,72,90,108,79,131,26,72,111,115,85,110,98,89,52
106,104,54,123,106,133,115,105,111,112,102,113,143,165,106,101
