190,54,77,1,46,49,124,171,150,123,87,177,89,135,90,85
140,148,109,161,81,54,135,12,37,83,187,97,88,110,76,143
62,164,18,113,158,77,162,159,99,37,164,157,126,50,138,30
57,195,14,163,81,129,157,159,167,158,15,9,145,113,29,183
75,13,124,103,137,189,110,60,161,106,148,101,35,146,162,97
131,142,195,148,39,203,164,78,177,146,187,124,53,92,124,62
73,89,129,133,203,86,91,162,176,179,166,153,33,52,167,162
198,149,73,55,124,178,208,155,159,169,159,37,50,198,137,166
155,71,152,152,195,133,22,25,125,68,188,31,77,149,12,93
79,58,144,89,132,19,54,166,172,138,89,139,115,97,112,118
78,67,160,114,139,193,117,51,112,119,114,151,174,129,120,133
86,125,151,110,101,4,164,87,200,142,75,141,151,145,38,112
52,92,160,30,102,183,30,112,72,154,119,153,170,133,83,160
73,146,145,30,90,128,161,31,108,163,115,15,177,181,187,121
184,106,115,168,118,176,151,98,15,27,59,157,160,54,172,126
154,86,128,123,124,143,198,156,48,189,102,150,63,119,125,96
