208,100,137,154,152,70,101,184,165,189,56,51,102,59,86,114
144,58,102,63,87,139,96,64,81,74,155,58,192,80,91,49
122,47,129,146,74,148,92,113,53,150,79,141,89,130,139,79
127,67,83,122,132,97,62,100,137,122,147,111,126,111,76,132
32,150,70,129,122,154,107,116,89,88,125,123,168,101,107,100
85,71,88,129,53,43,113,57,112,84,126,40,84,119,137,131
123,49,64,154,106,111,130,137,117,129,67,117,167,105,135,142
95,163,92,28,65,143,129,182,105,126,105,103,96,144,20,193
133,131,155,130,127,90,109,167,80,123,84,60,142,73,126,98
102,64,114,95,121,82,115,137,140,119,156,98,68,64,95,168
87,131,27,83,182,140,91,94,116,113,76,122,158,87,90,118
160,178,51,66,72,65,77,118,142,120,93,164,104,119,154,76
91,136,127,66,122,158,86,101,139,89,116,72,62,89,57,121
102,128,85,104,152,101,39,160,73,87,93,156,156,146,81,125
58,159,53,123,171,32,85,104,176,67,80,103,83,52,100,128
166,81,132,119,108,106,174,81,116,65,89,103,131,119,46,111
