126,172,204,179,149,170,152,50,5,156,15,173,27,75,2,111
158,78,10,154,85,105,63,54,18,100,134,181,61,155,91,136
106,48,142,174,35,41,25,181,144,190,157,34,30,52,176,201
151,73,205,149,143,137,11,200,216,152,187,27,198,13,75,52
204,151,61,176,167,112,10,66,25,137,202,32,39,186,1,15
155,82,0,54,14,12,0,184,203,22,28,143,100,13,10,80
177,176,92,13,190,49,199,67,186,186,166,138,17,40,159,119
48,177,50,5,175,176,57,46,174,102,6,13,206,97,139,179
64,160,183,72,79,26,105,153,150,149,125,123,171,163,197,194
10,7,178,59,3,146,197,123,100,36,142,57,186,36,119,101
37,100,182,84,122,160,119,70,8,88,142,195,88,64,185,7
40,69,192,55,184,66,184,66,79,97,187,126,174,10,128,118
68,52,135,2,147,48,151,39,104,117,84,184,102,161,82,105
3,29,180,192,179,95,194,1,68,160,134,29,169,117,181,94
194,95,190,10,121,161,10,194,168,144,87,31,204,184,140,71
213,50,48,166,234,121,22,185,71,172,161,39,98,48,174,140
