133,109,119,72,49,137,74,67,108,113,126,116,109,107,151,93
125,46,140,112,92,104,138,111,69,92,88,71,154,100,147,128
113,154,95,124,157,157,112,74,71,85,39,146,166,172,134,61
144,83,162,138,107,146,113,93,99,162,55,144,123,106,90,138
134,126,132,137,131,126,110,154,96,153,35,140,138,89,64,57
89,81,145,93,63,132,50,88,155,73,150,82,74,86,130,132
38,137,82,86,130,120,166,152,131,66,125,121,120,146,154,68
95,139,96,84,127,124,35,85,79,124,74,127,93,146,115,117
65,139,174,37,115,110,111,87,114,121,79,113,125,81,101,82
86,74,151,103,83,95,62,69,75,72,97,151,89,151,102,104
84,133,128,119,115,89,123,96,59,143,96,69,113,67,102,114
45,127,118,64,70,75,98,98,95,162,123,133,70,113,150,161
59,153,105,114,144,145,95,52,110,75,150,108,136,85,69,148
72,154,154,90,71,96,148,160,173,117,114,80,49,123,91,99
134,106,139,104,70,92,106,77,132,141,77,95,86,124,76,73
103,59,103,106,128,100,113,190,59,83,60,169,135,137,81,128
