131,108,103,98,42,144,78,63,105,104,117,123,104,115,168,93
116,42,143,113,99,102,144,118,83,110,75,88,158,106,149,129
119,156,105,134,149,154,110,87,67,98,46,143,165,166,122,68
123,93,163,142,110,148,112,68,96,164,65,149,122,117,86,138
145,122,121,136,148,127,111,145,99,142,36,137,141,86,77,57
101,76,132,105,55,127,51,89,137,74,146,77,74,86,126,130
55,136,80,88,127,109,169,139,120,73,143,123,120,149,151,53
101,138,94,83,119,128,50,95,80,123,76,127,94,136,105,135
58,140,162,37,104,104,112,73,111,119,75,113,144,86,100,82
96,83,150,101,83,97,75,86,98,68,90,130,92,153,99,118
109,142,134,117,112,97,123,89,55,133,106,67,115,77,106,119
50,128,126,66,76,74,81,97,94,157,114,126,71,114,155,157
61,142,114,107,146,141,101,41,119,71,147,103,142,81,70,143
75,149,153,101,77,91,150,153,170,112,109,78,50,120,89,99
133,101,122,101,74,88,126,75,140,127,78,84,84,134,79,73
103,57,110,98,139,107,123,191,57,105,62,174,129,153,63,142
