98,48,184,0,2,153,176,49,182,10,156,169,199,135,208,42
167,133,93,187,81,34,216,131,111,147,174,133,72,194,147,126
44,159,150,145,126,62,129,13,183,53,119,181,105,86,99,10
95,158,187,143,0,141,181,46,204,150,58,95,184,168,2,77
204,204,35,157,20,37,30,147,153,141,12,162,135,203,55,181
159,152,44,167,190,133,142,100,73,153,111,187,94,145,150,44
151,193,79,162,68,115,141,38,44,22,147,160,180,198,108,182
207,21,185,46,145,125,107,142,181,143,94,175,137,27,35,205
92,99,105,208,65,151,59,124,203,17,159,186,187,31,101,36
49,105,174,206,87,54,172,140,19,203,171,185,167,179,189,87
34,185,19,163,174,131,160,14,55,50,44,155,105,204,121,208
194,157,198,172,26,131,170,35,188,169,99,8,214,181,89,103
188,204,22,160,137,133,11,190,166,140,46,161,188,10,51,201
36,140,29,12,74,44,190,176,129,105,171,147,69,76,188,26
102,10,78,53,26,155,188,169,71,27,155,163,96,127,199,110
186,204,191,152,152,76,170,33,124,6,71,205,76,10,66,166
