201,208,160,219,104,215,131,134,227,176,136,200,105,216,3,23
202,179,49,46,64,108,23,139,73,195,122,64,128,2,25,202
127,188,43,119,68,176,167,80,157,48,211,173,100,115,61,107
12,151,86,163,128,103,213,116,209,43,38,50,180,162,167,30
159,74,21,157,145,225,183,201,154,164,227,171,208,96,122,172
81,200,58,81,169,91,170,19,137,105,205,4,58,110,48,104
21,200,200,17,119,42,5,3,156,52,134,104,227,19,129,29
240,60,28,72,58,134,127,190,208,166,107,190,17,79,106,17
94,99,226,44,32,219,155,123,3,204,13,46,151,164,65,92
44,166,155,197,156,0,53,42,12,202,218,172,64,27,69,174
93,92,173,23,97,156,112,208,151,15,57,205,19,161,45,119
6,221,10,151,198,165,147,97,150,223,77,36,79,136,10,178
145,10,230,156,167,208,115,133,168,172,64,181,35,141,118,10
44,181,90,43,216,83,136,150,20,126,117,77,71,173,198,20
112,26,150,94,14,9,197,30,59,110,84,122,22,71,109,155
82,2,165,22,190,159,1,129,162,156,97,91,27,15,104,15
