147,134,139,149,122,85,75,108,134,134,86,96,113,113,136,116
122,125,99,142,131,94,99,105,69,157,116,140,90,150,91,134
128,98,122,128,117,115,134,97,93,134,108,123,124,77,105,97
104,123,115,124,129,94,114,103,143,136,101,131,133,133,93,112
121,150,132,119,133,119,88,124,129,143,103,95,117,90,101,111
79,129,148,101,105,140,74,124,114,102,113,84,101,104,118,151
111,122,87,77,165,67,126,86,132,102,121,98,127,86,70,97
124,70,113,109,172,109,102,128,131,117,100,145,131,131,83,131
112,128,103,158,119,92,74,82,120,79,132,109,103,113,76,107
138,136,141,88,109,102,102,114,87,115,109,108,140,95,124,103
158,124,151,121,91,83,113,147,92,114,131,162,114,93,129,127
159,121,139,121,78,122,96,103,116,140,124,138,148,116,150,144
92,157,115,90,89,71,64,132,100,106,105,125,77,100,129,96
105,135,82,122,125,87,94,95,125,124,114,122,92,127,103,141
120,142,149,146,94,132,99,126,83,93,120,160,108,78,109,100
105,112,67,104,143,127,108,129,106,119,117,114,119,132,132,92
