177,164,2,73,51,206,35,134,174,187,162,108,46,144,190,211
3,148,131,144,155,143,127,165,108,103,180,191,105,213,67,124
207,165,64,73,130,85,23,158,75,53,173,65,165,114,10,22
109,47,94,9,101,189,176,14,132,20,120,26,81,71,1,2
26,171,50,149,39,4,1,184,24,2,145,135,68,168,190,180
12,200,155,32,148,18,95,148,137,194,187,80,137,31,63,203
54,177,209,173,29,209,154,11,191,13,90,152,10,68,2,123
172,66,68,39,17,61,29,130,199,22,192,76,171,20,80,50
71,112,33,114,24,78,45,174,35,59,153,92,180,86,131,87
178,195,146,10,34,84,171,81,118,138,14,172,125,73,49,21
140,87,53,141,73,162,43,114,127,189,170,30,10,29,206,29
111,192,89,126,126,55,20,23,9,28,7,104,30,177,178,178
144,41,147,136,173,57,92,51,112,61,133,15,26,159,171,155
129,180,6,127,52,109,141,171,198,37,81,9,19,112,158,156
51,155,195,5,10,88,38,92,130,107,2,147,113,152,22,155
112,106,64,121,33,167,79,16,63,92,149,101,142,138,48,3
