130,128,125,139,13,161,26,14,167,75,172,69,51,169,169,138
184,2,74,202,71,127,10,193,160,28,134,159,168,163,167,126
139,199,179,159,125,178,164,141,70,4,43,125,198,209,140,53
144,113,111,174,85,197,23,25,55,177,30,120,147,122,34,187
179,127,49,223,200,147,12,173,136,190,11,193,197,120,2,40
151,10,2,129,10,188,42,20,180,42,14,91,156,96,108,147
16,123,152,83,191,188,186,179,68,68,136,158,184,202,204,5
161,75,152,68,135,135,28,143,100,188,21,169,79,180,91,198
43,124,121,28,171,125,181,45,108,130,45,143,142,53,97,132
161,10,84,62,6,132,24,30,31,39,30,60,118,130,93,112
154,139,179,205,34,119,196,93,86,147,38,90,173,10,162,195
57,136,188,48,18,48,36,155,98,202,143,143,109,124,180,140
13,40,153,79,106,141,179,5,157,4,178,90,199,50,136,170
78,189,174,130,33,108,133,194,187,100,113,4,156,103,170,60
202,64,69,86,130,67,161,6,118,143,19,56,130,175,98,137
31,31,118,124,153,152,133,163,83,139,11,204,34,169,154,126
