134,100,106,120,100,107,146,135,60,143,91,109,73,106,91,94
121,140,123,110,121,99,138,129,109,131,99,86,99,104,101,143
105,112,134,133,75,121,117,94,93,118,134,115,123,130,149,106
79,82,94,152,100,106,78,123,135,102,115,76,135,139,95,79
113,128,80,116,111,93,118,101,147,101,112,106,118,75,172,81
72,91,98,85,129,118,51,73,124,82,123,109,94,74,79,114
105,125,99,134,130,79,120,154,100,80,116,123,116,118,110,100
106,113,101,112,131,126,69,104,105,162,111,94,94,128,103,97
165,137,77,97,98,113,135,73,97,103,142,85,102,130,106,112
109,123,166,120,99,119,124,111,103,114,139,103,108,117,87,95
103,93,101,117,96,116,120,113,54,156,166,123,112,101,96,102
113,146,110,100,95,77,113,85,85,124,80,138,127,124,92,128
82,100,106,80,102,126,132,92,107,95,77,108,138,117,166,128
111,91,111,106,111,118,106,150,151,126,118,138,140,116,173,131
128,124,81,87,110,135,108,83,140,132,77,95,162,127,99,83
100,89,134,132,87,90,108,112,158,110,129,172,154,96,115,120
